freq,scheme,benefit_type,target_group,unit,country,year,expenditure
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,MT,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,NL,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,NL,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,NL,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,NL,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,NL,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,NL,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,NL,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PL,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PL,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PL,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PL,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PL,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PL,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PL,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PT,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PT,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PT,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PT,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PT,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PT,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PT,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,PT,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,RO,2015,0.04
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,RO,2016,0.03
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,RO,2017,0.02
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,RO,2018,0.02
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,RO,2019,0.02
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,RO,2020,0.02
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,RO,2021,0.01
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,RO,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SE,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SE,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SE,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SE,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SE,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SE,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SI,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SI,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SI,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SI,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SI,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SI,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SI,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SI,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SK,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SK,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SK,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SK,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SK,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SK,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SK,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of function-based spending,SK,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,AT,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,AT,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,AT,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,AT,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,AT,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,AT,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,AT,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,AT,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BE,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BE,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BE,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BE,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BE,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BE,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BE,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BG,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BG,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BG,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BG,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BG,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BG,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BG,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,BG,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CY,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CY,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CY,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CY,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CY,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CY,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CY,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CZ,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CZ,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CZ,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CZ,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CZ,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CZ,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CZ,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,CZ,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DE,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DE,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DE,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DE,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DE,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DE,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DE,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DE,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DK,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DK,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DK,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DK,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DK,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DK,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,DK,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EE,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EE,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EE,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EE,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EE,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EE,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EE,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EE,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EL,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EL,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EL,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EL,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EL,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EL,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,EL,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,ES,2015,0.01
Annual,TOTAL,Home-based support,Mothers only,% of GDP,ES,2016,0.01
Annual,TOTAL,Home-based support,Mothers only,% of GDP,ES,2017,0.01
Annual,TOTAL,Home-based support,Mothers only,% of GDP,ES,2018,0.01
Annual,TOTAL,Home-based support,Mothers only,% of GDP,ES,2019,0.01
Annual,TOTAL,Home-based support,Mothers only,% of GDP,ES,2020,0.01
Annual,TOTAL,Home-based support,Mothers only,% of GDP,ES,2021,0.01
Annual,TOTAL,Home-based support,Mothers only,% of GDP,ES,2022,0.01
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FI,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FI,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FI,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FI,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FI,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FI,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FI,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FI,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FR,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FR,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FR,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FR,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FR,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FR,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FR,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,FR,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HR,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HR,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HR,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HR,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HR,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HU,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HU,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HU,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HU,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HU,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HU,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HU,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,HU,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IE,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IE,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IE,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IE,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IE,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IE,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IE,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IE,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IT,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IT,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IT,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IT,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IT,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IT,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IT,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,IT,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LT,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LT,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LT,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LT,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LT,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LT,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LT,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LT,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LU,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LU,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LU,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LU,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LU,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LU,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LU,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LV,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LV,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LV,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LV,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LV,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LV,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LV,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,LV,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,MT,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,MT,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,MT,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,MT,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,MT,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,MT,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,MT,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,MT,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,NL,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,NL,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,NL,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,NL,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,NL,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,NL,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,NL,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PL,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PL,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PL,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PL,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PL,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PL,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PL,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PT,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PT,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PT,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PT,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PT,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PT,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PT,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,PT,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,RO,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,RO,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,RO,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,RO,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,RO,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,RO,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,RO,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,RO,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SE,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SE,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SE,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SE,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SE,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SE,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SI,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SI,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SI,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SI,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SI,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SI,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SI,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SI,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SK,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SK,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SK,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SK,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SK,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SK,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SK,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,% of GDP,SK,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,AT,2015,0.04
Annual,TOTAL,Home-based support,Mothers only,PPS per person,AT,2016,0.04
Annual,TOTAL,Home-based support,Mothers only,PPS per person,AT,2017,0.04
Annual,TOTAL,Home-based support,Mothers only,PPS per person,AT,2018,0.04
Annual,TOTAL,Home-based support,Mothers only,PPS per person,AT,2019,0.04
Annual,TOTAL,Home-based support,Mothers only,PPS per person,AT,2020,0.04
Annual,TOTAL,Home-based support,Mothers only,PPS per person,AT,2021,0.05
Annual,TOTAL,Home-based support,Mothers only,PPS per person,AT,2022,0.05
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BE,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BE,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BE,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BE,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BE,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BE,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BE,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BG,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BG,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BG,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BG,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BG,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BG,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BG,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,BG,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CY,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CY,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CY,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CY,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CY,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CY,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CY,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CZ,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CZ,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CZ,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CZ,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CZ,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CZ,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CZ,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,CZ,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DE,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DE,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DE,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DE,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DE,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DE,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DE,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DE,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DK,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DK,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DK,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DK,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DK,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DK,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,DK,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EE,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EE,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EE,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EE,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EE,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EE,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EE,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EE,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EL,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EL,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EL,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EL,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EL,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EL,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,EL,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,ES,2015,3.17
Annual,TOTAL,Home-based support,Mothers only,PPS per person,ES,2016,1.87
Annual,TOTAL,Home-based support,Mothers only,PPS per person,ES,2017,2.01
Annual,TOTAL,Home-based support,Mothers only,PPS per person,ES,2018,2.07
Annual,TOTAL,Home-based support,Mothers only,PPS per person,ES,2019,2.19
Annual,TOTAL,Home-based support,Mothers only,PPS per person,ES,2020,2.3
Annual,TOTAL,Home-based support,Mothers only,PPS per person,ES,2021,2.54
Annual,TOTAL,Home-based support,Mothers only,PPS per person,ES,2022,2.8
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FI,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FI,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FI,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FI,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FI,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FI,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FI,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FI,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FR,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FR,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FR,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FR,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FR,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FR,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FR,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,FR,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HR,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HR,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HR,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HR,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HR,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HU,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HU,2016,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HU,2017,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HU,2018,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HU,2019,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HU,2020,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HU,2021,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,HU,2022,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,IE,2015,0.0
Annual,TOTAL,Home-based support,Mothers only,PPS per person,IE,2016,0.0
